VideoID,text_cleaned,cluster,x0_Bert-CLS,x1_Bert-CLS,View Count,Like Count,Comment Count,Channel Title,Channel_Weight
y0gG7Tc-wHw,AMAZING FILIPINO BREAKFAST,2,1.4517851,-1.2714117,13708,1715,261,Pinoy Planet,4.644715314512495e-05
87If-Q2pJWQ,THE ULTIMATE FIGHTER TEAM LIDDELL TEAM ORTIZ,2,2.1745071,-2.0556085,7995131,99734,6902,Mark Wiens,0.00041802437830612457
cMKx2sNhyfo,KAWASAN FALLS BADIAN CANYONEERING,2,1.9187096,-2.2227447,1233,54,27,Cherry and Trevor,0.0013934145943537484
QPho4EUQ_OY,MISMUKE,2,0.6449583,-0.90165937,3282,181,11,The Commodity,8.038930352040857e-05
_axaqyGbSmk,MANANANGGAL,2,1.2091643,-1.656555,1535871,53877,7320,Storied,0.0013934145943537484
4kXOQ2NOkxY,NEW? BOSS! MERRELL TWINS EXPOSED,2,1.3485413,-0.53127474,3028357,51528,5764,merrelltwins,0.0008360487566122491
oYNHeWjc6EM,THE MADRIGAL SINGERS,2,1.9653215,-1.9424276,74504,1921,58,Waleska Herrera,2.7501603835929242e-05
gcVlJzYshHY,FOREIGNER BUILDING A HOUSE IN THE PHILIPPINES PART 1 VLOG 258,2,1.6403869,-0.92416394,14463,596,157,The Garcia Family,0.00011000641534371697
8a1Hsah_yuA,SAKURA SEASON AND WHAT IT REALLY MEANS,2,1.7084069,-1.2426208,10254,206,33,It's Wander Angel,0.0020901218915306227
NTFjW6PhAC4,MISS UNIVERSE PHILIPPINES,2,1.4424723,-2.1084633,25989,420,194,Hector Cermeño,0.0010450609457653113
EjIfBv8ZNts,SPICY FILIPINO,2,1.637409,-1.3431836,4716,433,109,Pinoy Planet,4.644715314512495e-05
pSZY47YY_AI,JOLLIBEE COMMERCIALS REACTION,2,1.5187292,-1.7302129,34631,1634,288,D&J TV,0.0005971776832944636
hdo7ZFTK4ZE,TOP 5 FILIPINO DISHES IN L.A.,2,1.8709728,-0.2637254,14377,346,22,Foodbeast,0.0013934145943537484
Mqg3qC6Ly3k,SHOCKED IN SIQUIJOR ISLAND IT GOT EMOTIONAL,2,1.9448777,-1.9578683,35533,3030,318,Happiness Crossing,0.0008360487566122491
_eeqXw2u67c,FILIPINO SAUSAGE BURGER,2,1.3011023,-1.3683155,249622,6613,406,Eater,0.00027868291887074966
6n2REq_FiWM,SOUTH AFRICANS REACTION TO TASTING Fruit Salad,2,0.7123493,-1.8003508,43228,1568,151,JSB PINAY VLOGS,0.0010450609457653113
3UI99FyrUc4,MAKATI NIGHTLIFE PAKISTANI FOOD IN MANILA WELCOME TO THE PHILIPPINES COUNTRY 50,2,1.9280896,-0.83232045,5310,246,34,Fun And Talk,0.0010450609457653113
u8DnYviWHA0,REACT ONE DAY,2,1.5874732,-0.8623484,1160,67,11,Reação Imediata,0.00027868291887074966
Q8B47uJeLdU,FILIPINO SOUP DISHES,2,1.4915103,-0.5960781,1306,14,1,Foodie Legends,0.0006967072971768742
OkES3VPT7So,TROUBLE IN MANILA,2,2.032541,-1.4001939,84875,3978,934,Proudly Nomadic,0.0002985888416472318
RE9-FzyT28Q,INSANE FILIPINO MALL,2,1.273841,-1.499878,109636,7118,784,Ash and Kels,0.00041802437830612457
5N6hNyg43IY,"LIKE, SHARE, COMMENT, SUBSCRIBE LIKE, SHARE AND COMMENT! USA PHILIPPINES PRODUCERREACTS SUBSCRIBE NOW",2,2.0388627,-1.6184125,416,9,0,TEACHER PAUL REACTS,0.0013934145943537484
3TxugOC8su0,TRYING FILIPINO SNACKS,2,2.0466907,-0.6342204,6205396,214416,0,merrelltwins,0.0008360487566122491
FG2VZEE1E0Y,VLOGMAS DAY 20 SHOPPING PROVINCE,2,1.8028973,-1.8934748,19660,1791,87,8 Miles from Home,0.00046447153145124943
OZScLVaTZdQ,MAN LOU'S ITALIAN,2,1.7151735,-1.3016825,56815,3287,469,Travel Escapes,0.0005225304728826557
4JyhBkXMymo,FILIPINO HAWAIIAN COOKING,2,1.8952513,-1.5649729,269522,5985,285,Eater,0.00027868291887074966
7ObTYEQRcBs,BRAVO'S BARBERS,2,1.6824414,-1.1092778,634411,16716,1336,Travel with Luke Damant,0.0003483536485884371
pQqcWZCvt1o,FILIPINO SINGER GETS A STANDING OVATION,2,2.161129,-1.6418698,11805,222,66,The Love Train Nation,0.0001441463373469395
MdRI-Yy1jkY,Jollibee NEW CHICKENWICH,2,0.8970562,-1.1919229,14836,684,87,The Bing Buzz,0.0013934145943537484
FkBRtBZhNyc,HONG KONG FAMILY VISITS THE PHILIPPINES,2,1.7115914,-2.8710406,57772,2564,286,Justin & Alina,0.00017417682429421856
Uhck2wAnabo,FILIPINO LECHON,2,1.4297752,-1.2469662,860098,10501,935,Eater,0.00027868291887074966
AxJ1YGnc1nY,MY FAVORITE ULAM,2,1.3761076,-1.335335,458974,12285,1963,BuzzFeedVideo,0.0003215572140816343
59ruWusoMsY,7 HISTORICAL ATTRACTIONS,2,1.4036851,-1.4812552,138,6,2,GerMotion,0.0020901218915306227
uSqIB7qvxnw,WHAT?! EICH ABANDO,2,2.0768878,-0.48889548,92226,3352,189,Waleska Herrera,2.7501603835929242e-05
_fIQurJlK-0,BGC WORLDS MOST MODERN CITY,2,1.82116,-1.7271422,809909,16084,1840,TPL Bianca,0.00013484657364713694
tlpEsiMjKs0,PINOY RESTO THOUSAND ISLANDS,2,1.5684278,-1.8372033,297,2,2,Globetrotting Schoolers,0.0020901218915306227
DA9_bU3NGbk,MUNCHIES,2,1.0611763,-1.7319884,132619,2868,257,Munchies,0.0005971776832944636
j75LDK7JDSs,SRI LANKAN SNACKS LEMON PUFF & GINGER COOKIES,2,1.1798416,-1.35634,210,7,9,maakudesuyo,0.0020901218915306227
zdk8yETuBcw,DOWN UNDER VISA TO AUSTRALIA,2,2.1008296,-1.6715899,233,0,0,Down Under Visa,0.0013934145943537484
fldZt4yHDU0,GIGI DE LANA UNHOLY COVER,2,1.4167769,-1.3156341,313545,11276,336,Waleska Herrera,2.7501603835929242e-05
Rbw48sZhAdo,SHE WAS MY BABYSITTER,2,2.640307,-0.7079693,526152,13694,774,Justin & Alina,0.00017417682429421856
fVZqyIJNmbg,GRAND OPENING! FILIPINO FOOD,2,1.9793508,-1.5688704,17902,1016,55,Pinoy Planet,4.644715314512495e-05
QXCGv2x4GM4,TRYING JOLLIBEE FOR THE FIRST TIME PHILIPPINES,2,2.011262,-2.3040912,145549,3884,623,Eileen Aldis,0.0008360487566122491
M_XUw3tno9U,AIN'T NO WAY THIS IS NORMAL IN THE PHILIPPINES,2,1.9848897,-1.1011722,73489,2843,120,Waleska Herrera,2.7501603835929242e-05
jmntzm5yBYY,MELISSA MAKES CHICKEN AFRITADA,2,1.5479777,-1.3268566,186893,4793,293,Bon Appétit,0.0020901218915306227
HgdweO7nt3c,WHEN INTERNATIONAL CELEBRITIES MOCKED FILIPINO INSTANTLY REGRETS IT,2,1.9840503,-1.5105373,848427,6881,2174,ONE FILIPINO TV,0.00046447153145124943
2DIqmd6yQBY,GETTING TATTOOED BY 101 YEAR OLD LADY,2,1.5928686,-1.9447787,74069,974,42,Jack Shirley,0.0013934145943537484
Pcn9MftZGyo,WELCOME TO PHILIPPINES,2,2.2020965,-1.8715194,2181,155,22,1000 Nomads,0.0020901218915306227
jzS627fKCvc,HOLLYWOOD CELEBRITIES LOVE THE PHILIPPINES,2,2.0344226,-2.3043003,145677,2702,82,ONE FILIPINO TV,0.00046447153145124943
0KyvSgEO6Fc,FILIPINO LIQUOR WHALE SHARKS,2,1.8003056,-0.5199779,55633,2832,781,Two Broskis,0.00046447153145124943
BNdsUvQjNp4,D'SQUARED CRU FOR THE FIRST TIME,2,2.1957672,-1.5403129,104794,2865,69,Waleska Herrera,2.7501603835929242e-05
vgPFgIilI9A,LATINOS REACT TO CHOCOLATE FACTORY KUNG IKA'Y YAKIN,2,1.7999971,-1.2822752,145730,4605,427,Waleska Herrera,2.7501603835929242e-05
nFaPIsfZRDM,ELENA FOR REELS,2,1.732002,-0.8723075,58,7,0,Elena For Reels,0.0020901218915306227
A7AWtH1mfZs,CEBU TYPHOON AFTERMATH PHILIPPINES,2,1.557181,-2.0027947,8083,441,67,The Commodity,8.038930352040857e-05
Pyu19b9uDxM,MY SWISS BOYFRIEND TRIES Filipino Snacks,2,0.46702945,-1.0855597,1730,61,38,Meryll Solidum,0.0020901218915306227
37rYKJfsYmo,WHAT!? MONA GONZALES ANIME SONGS COMPILATION,2,2.1472077,-0.8780639,515862,21705,1924,Yoshi the Japanese Guy,0.0002458966931212497
MYiU3RxXWKE,FUNNY MUKBANG TRY NOT TO LAUGH CHALLENGE WITH PORK BELLY,2,1.8481625,-1.2986535,18186,1158,341,KIM n LEE,0.0001441463373469395
XGxXwtHmpK4,LATINOS REACT TO CUESHE ULAN,2,1.7980077,-1.3553602,183146,6724,562,Waleska Herrera,2.7501603835929242e-05
YNjluhmwrOk,UNDERRATED FILIPINO FOODS,2,1.4433018,-1.2377303,1077,30,2,Foodie Legends,0.0006967072971768742
qYdctclNUjo,FILIPINO FOOD,2,1.4567041,-1.5616366,13384,634,75,The Bing Buzz,0.0013934145943537484
PKTfNRIN8zo,HE IS SO GOOD,2,2.0656774,-0.03657702,223175,9466,328,Dabble The Reaction,0.00041802437830612457
2TkGKRUcH9M,FILIPINO BBQ STANLEY PARK,2,1.1688294,-1.3259184,788,9,15,We Keep Coming Back,0.0010450609457653113
A_HLtsg4TVA,WITH PINOY PLANET GRAVY! Max's RESTAURANT STYLE,2,1.4286894,-0.6949647,4562,265,119,Pinoy Planet,4.644715314512495e-05
rrDe-q9Div4,I HEART PHILIPPINES,2,1.7250274,-1.7547,2452,240,40,American Entrepreneur in the Philippines,0.00026126523644132783
9fKsaaUZgbs,WHY I'M LEARNING TAGALOG,2,2.2515705,-0.20804015,11502,1421,343,Just Jonny & Chloe,0.0013934145943537484
_qZsmW5IW20,WE SLEPT HERE!! ISLAND LIFE PHILIPPINES,2,2.015869,-1.7210985,18715,1343,105,GoTime Travels,0.0005971776832944636
lnxi--Rx6Po,OUR 16 YEAR WEDDING,2,1.8724203,-1.7375095,1991739,59146,1556,Livin La Vida Tagalog,0.0010450609457653113
UDixEHBz4XU,VISA UPDATE PHILIPPINES,2,1.7206529,-1.6621588,158,14,12,The Love Train Nation,0.0001441463373469395
PRvLZQfT2yE,THE TRIBE THAT EVOLVED TO STAY UNDERWATER LONGER,2,2.2029142,-2.1042025,14460,346,14,The Demouchets REACT,0.0002458966931212497
JDkoMGF8aEY,TWINS REACT WHEN FOREIGNERS INSULT FILIPINOS,2,2.0033095,-1.4158703,16388,965,54,Sol & Luna TV,0.0003215572140816343
JpOnvii2_1s,PHILIPPINES BEST LIVE CROWDS,2,2.0168164,-1.7486535,499367,11084,431,Waleska Herrera,2.7501603835929242e-05
lfq08YKgIDE,WATCH BEFORE COMING HERE,2,2.2703762,-1.9095682,342023,8481,258,Joel Friend,0.0005225304728826557
3uEH8rj5cw8,THE SIARGAO TRAP,2,2.0786402,-0.9013325,174510,6573,460,Nadir On The Go,0.0005971776832944636
5Kiy94DYJk0,BI TO ALLOW MORE FOREIGNERS IN PHILIPPINES,2,1.8684169,-2.1381783,4452,0,54,Gio in the Philippines,0.0020901218915306227
UTHUma6LUjA,THE BIGGEST SHOPPING MALL V.034 E.13,2,1.405454,-1.5672725,1575,35,11,Мемоарите на една мечта,0.0006967072971768742
2DBEblhgaJk,CHRISTMAS TRADITIONS,2,1.5595491,-1.2619663,115071,6236,135,TriFate Geo,8.19655643737499e-05
PFjydjyvjC8,14 MILLION VIEWS INCREDIBLE! VIRAL FILIPINO SINGERS,2,1.6950254,-1.3298599,153055,4989,96,Waleska Herrera,2.7501603835929242e-05
DQynC2Fjyq4,NO BS! COST OF LIVING MONTHLY,2,1.9491826,-1.0392827,5362,307,34,Bigg World Cinema,0.00026126523644132783
2pGWzr7QXtU,THE WORLD'S OLDEST CHINATOWN,2,2.4500885,-1.9740944,412532,10648,922,JP & Julia,0.0020901218915306227
VAmLydvgvlI,THE PHILIPPINES MOST AMBITIOUS BILLIONAIRE THE PHILIPPINES RAMON ANG SAN MIGUEL CORPORATION,2,2.075426,-1.9453386,3510,156,8,The Demouchets REACT,0.0002458966931212497
uv7XLmg9o9k,WHY THE PHILIPPINES IS DIFFERENT FROM THE REST OF THE WORLD,2,2.1258547,-1.159581,67303,2568,65,The Demouchets REACT,0.0002458966931212497
9dUzCi1YGQ4,SANITARY PERMIT TO OPERATE,2,1.7052842,-2.2882755,118034,3520,473,Tim K,0.0013934145943537484
51WJrV0aKPs,BATANGAS SURPRISED ME,2,1.3491812,-0.26111096,39033,2580,246,Nellyslife,0.0020901218915306227
oa-GMIo3dpQ,CANADIAN first time trying EXOTIC FILIPINO DISH BLOODY PORK,2,1.0924175,-0.7168963,122043,1861,335,Chris Kusinero Adventures,0.0010450609457653113
yOw0sYXvbIc,FILIPINO FOOD IN ROME,2,1.9580309,-1.4051756,537962,9262,615,Eater,0.00027868291887074966
xSDlst1c67U,HUNGARIAN SNACKS REVIEW,2,1.8106678,-1.0811759,1260,30,17,Glenn Javier,0.0020901218915306227
4cCKve0dl3Y,IT FEEL SO EMPTY WITHOUT YOU,2,2.0279891,-0.6082335,300259,0,436,Mia Sandoval,0.0001492944208236159
EhM_vQTe6dg,BREAKING NEWS NO-VISA EXPATS CAN NOW STAY IN PHILIPPINES,2,1.679411,-1.7983638,143,15,14,The Love Train Nation,0.0001441463373469395
aDMij0Q5trA,FOREIGNER BUILDING A CHEAP HOUSE IN THE PHILIPPINES PART 28 VLOG 304,2,1.5564054,-1.0374674,7219,419,60,The Garcia Family,0.00011000641534371697
DBpt9uDRdsY,MANILA MARKET,2,1.3614333,-1.4152697,12481,774,136,Justin & Alina,0.00017417682429421856
BjaKfnWjX9Y,THE SKWAD PLAYS PINOY HENYO,2,2.0667007,-1.6123528,3574,125,33,THE SKWAD,0.0005971776832944636
K-rtaegZYkE,SINGING MENACE! EVEN THE NIGHTS ARE BETTER LIMUEL LLANES,2,2.2046218,-0.9374744,180222,4460,136,Waleska Herrera,2.7501603835929242e-05
s6J8ZfrnXoI,A CRAZY FILIPINO SINGER WHO SURPASSES THE ORIGINAL SINGER THE REACTION OF K-POP IDOLS,2,1.62538,-1.3492182,205872,8013,317,Purple Twins,0.0010450609457653113
CxVeCZTZQGQ,DAY 1 PHILIPPINES,2,1.06888,-2.2218049,131307,5703,498,Joel Friend,0.0005225304728826557
Y_iMpzLuUUQ,JACK'n'JILL,2,1.0018337,0.007651925,38846,2777,300,josie lifts things,0.0003215572140816343
pj8e1qh_pFw,PHILIPPINES NEW CLARK CITY,2,1.9450505,-1.721233,50102,2291,357,The Commodity,8.038930352040857e-05
kwMIisZ35QQ,FILIPINO FOOD,2,1.4567041,-1.5616366,27449,1637,158,TriFate Geo,8.19655643737499e-05
FsFKueX-BL0,GROWING UP BIRACIAL,2,1.7910413,-1.76155,188020,7095,1261,REACT,0.0008360487566122491
A9rc7uugB6g,WE WAITED SO LONG TO DO THIS... IN THE PHILIPPINES HARVESTING OUR OWN BACK GARDEN,2,1.887734,-1.5626664,134883,3285,220,Adam and Jane's Lifestyle,8.708841214710928e-05
pzATTm3D-30,SOLAR STREET LIGHT PART 119,2,1.6714025,-0.50916183,5296,416,40,The Garcia Family,0.00011000641534371697
R7KpmpPzCEQ,WHERE TO MEET GIRLS,2,2.2350159,-0.6453152,66387,1287,147,Bigg World Cinema,0.00026126523644132783
BPm6ggIwMzQ,CRAZY FILIPINO FOOD,2,1.679038,-1.6532748,23776,1262,75,TriFate Geo,8.19655643737499e-05
iC2s7Vx4tCc,THE AFRICAN TRIBES OF THE PHILIPPINES,2,2.0100272,-2.1527567,58906,1703,197,The Demouchets REACT,0.0002458966931212497
tCu38d1ycMM,5 THINGS BETTER IN THE PHILIPPINES THAN KOREA,2,2.285584,-1.540181,33840,1503,167,Marcy lee,0.0020901218915306227
PWtX4wDu7Uk,10 MILLION VIEWS,2,1.3320386,-1.3080655,97011,3206,82,Waleska Herrera,2.7501603835929242e-05
cmBaWYIfR5c,NOCHE BUENA FOODS,2,1.6643864,-1.5523726,630,45,10,Fun And Talk,0.0010450609457653113
cFWKWEGIiOc,WE ARE IN MANILA FIRST TIME IN PHILIPPINES,2,2.1169558,-2.034024,94843,8915,1041,GoTime Travels,0.0005971776832944636
DRqRuh1qMXw,HERE'S WHAT WE THINK,2,2.0997005,-0.8690811,33088,2807,144,8 Miles from Home,0.00046447153145124943
8kcD3vk12AY,AMERICANS REACT PHILIPPINES 101 FILIPINO DRINKING ETIQUETTE,2,1.2802187,-1.8795797,278885,7512,467,RegenerationNationTV,0.0006967072971768742
HP3QdU8mdjQ,WARNING! DEPARTURE CHANGES PHILIPPINES,2,1.9496065,-1.4983878,17135,883,162,Dr Laway,0.0013934145943537484
Tckjqy0jhG4,SEAFOOD KINDS OF SEA,2,1.4125601,-1.3077406,2749799,44766,3328,Strictly Dumpling,0.0008360487566122491
B7bX5AlQu6c,PHILIPPINES EXPLORING REMOTE ISLANDS THE BEST WAY TO GET FROM CORON TO EL NIDO,2,2.157847,-1.8892754,74967,2039,272,CouplesQuest_ | Matt and Danielle,0.0006967072971768742
I-vJ_fSA9Wg,BEST COFFEE EVER,2,1.600598,-0.86584413,7863,97,27,American Entrepreneur in the Philippines,0.00026126523644132783
w-uejeoxpLg,FOREIGNER IN MANILA,2,1.9530202,-1.545144,4126,316,97,Aaron Around,0.00022001283068743394
cQdlPyDBHcw,FINDING Filipino FOOD LISBON,2,1.5537882,-1.6293974,19189,456,60,Ron Digao,0.0010450609457653113
0Qr12Zerphs,DRAG QUEENS Philippines vs Thailand? Who does drag better? TABO TAKES,2,1.4562032,-0.34229767,21975,527,32,One Down,0.00041802437830612457
EMRHwltCQv4,U.S. FILIPINO FOOD,2,1.3824815,-1.125709,89362,3615,155,TriFate Geo,8.19655643737499e-05
18oXZbC_RYI,HOW USA STOLE PH,2,1.2139376,-0.38020313,72138,3645,462,TriFate Geo,8.19655643737499e-05
H8qLpIt_Bqs,FIRST IMPRESSION MARIKINA CITY,2,1.8033676,-2.222237,18490,754,121,Justin & Alina,0.00017417682429421856
J5LWi9sqvQk,SOLO TRAVEL MANILA,2,1.8221604,-1.7272046,228271,6754,883,Alina Mcleod,0.0006967072971768742
l9hIJpOP5Fo,COME DIVE WITH ME,2,1.6508065,-0.5765364,1641,23,4,The Love Train Nation,0.0001441463373469395
PQrjHAz6vDw,FIRST IMPRESSION TAGAYTAY,2,1.6540082,-2.176756,160189,4520,394,Justin & Alina,0.00017417682429421856
CEfyMNrHkMs,"PHILIPPINES CORON, PALAWAN ISLAND HOPPING",2,2.1882703,-2.1136863,16382,946,119,CouplesQuest_ | Matt and Danielle,0.0006967072971768742
HLcnwnJMgd8,KEEP PARK CL CREPE GROVE,2,1.5699131,-1.0234457,620400,15379,2290,Xiaomanyc 小马在纽约,0.00027868291887074966
ZXRChhajpic,WE DINT FELL SAFE!! REACTION VIDEO,2,1.6539072,-1.0492955,837,33,12,Leeman reacts,0.0020901218915306227
RoKQM1n6gIA,24 MILLION VIEWS HIS VOICE! VIRAL FILIPINO SINGERS,2,1.8088086,-1.2957411,683641,16129,391,Waleska Herrera,2.7501603835929242e-05
-4yu_13EHFM,EASTER,2,1.1558486,-1.8353972,28277,1158,381,Chasing Kimberly,0.0005225304728826557
_o75JPAZM1c,WALESKA & EFRA REACT TO KOKOI BALDO FIRST AUDITION,2,1.923291,-2.1299546,229923,6654,609,Waleska Herrera,2.7501603835929242e-05
hD5quR_Rdg8,WE ARE LEAVING LEYTE! SAN JUANICO BRIDGE,2,2.0070126,-1.610868,44019,1442,137,Adam and Jane's Lifestyle,8.708841214710928e-05
XpgFSSrUoro,1ST FIESTA! EVEN FOREIGNERS ARE WELCOME,2,2.1270974,-1.1337283,366313,7204,365,TPL Bianca,0.00013484657364713694
45nukMR5A_c,10 PLACES IN PHILIPPINES,2,1.489372,-1.4901415,1201,29,6,wonder zone,0.0020901218915306227
rbvXpMfZl2I,FILIPINO FRIED CHICKEN,2,1.8780291,-1.9025486,280763,6012,506,Eater,0.00027868291887074966
8w-X-NU-p9U,THINGS TO DO 20 MANILA PHILIPPINES,2,2.0313914,-1.9614007,232910,2311,119,Island Hopper TV,0.0010450609457653113
3NHSsHi3h0M,GOOGLEING OURSELVES,2,1.7595689,-2.0637245,2727836,73142,7557,merrelltwins,0.0008360487566122491
V3eTskZkj4I,LIFE IS BETTER IN THE PHILIPPINES WHY I MOVED,2,1.9768119,-1.0215456,27795,1237,69,The Demouchets REACT,0.0002458966931212497
iWMyjfgyCYU,BECOMING FILIPINO,2,1.6629791,-0.8143572,2515,163,31,Tommyland,0.0013934145943537484
rTXxkwnfLQw,NEGROS WHITE CHOCOLATE HILLS RESORT,2,1.7164106,-2.4434497,5724,419,93,Proudly Nomadic,0.0002985888416472318
sVTDPKvQfjw,FILIPINO FOOD PAGKAIN NG FILIPINO,2,1.1205267,-0.535862,35620,2415,174,Ammar,0.0013934145943537484
JlrWlTMAqr0,A DAY IN OSLO WITH THE AMBASSADOR OF THE NordicPinoy PHILIPPINES TO NORWAY,2,2.060858,-1.9787503,21520,168,31,NordicPinoy,0.0020901218915306227
IXoVDl1oTs8,WHAT'S PH LIKE,2,1.961635,-0.4081253,34961,1718,82,TriFate Geo,8.19655643737499e-05
vCXiadRSUBQ,FILIPINO ACTORS ARE SO HANDSOME,2,1.7886753,-1.4554554,79473,1679,276,Maman Sudirman,0.0020901218915306227
tgBcEpjxw7A,MY FIRST TRIP TO THE PHILIPPINES,2,2.0126529,-1.9877871,10018,488,84,The Philippines Project,0.0006967072971768742
GIkKsDuI1_8,PHILIPPINE KIDS NAILING ENGLISH SONGS,2,2.0699232,-0.88655186,310016,8698,262,Russian Boy,0.0013934145943537484
0r3rU0ipuiQ,BUTUING WALANG NININGNING MADRIGAL SINGERS,2,1.7523268,-1.1383802,64496,2223,112,Waleska Herrera,2.7501603835929242e-05
MT5RB0pm6Yo,AIR TRAVEL TO ORLANDO FLORIDA,2,1.6462531,-1.4506655,111,9,5,Avelina Encabo.CHANNEL,0.0010450609457653113
T_WmfJ7_bjE,FIRST LECHON,2,1.7995055,-1.308401,82250,1982,327,MomDuty,0.0010450609457653113
B-MuZV0B91o,THIS WAS DIFFICULT,2,2.2368908,-0.9188155,18551,1206,170,Flying Kell,0.0003215572140816343
fwu5PHkejMQ,WELCOME TO THE PHILIPPINES COME AND SEE WHAT LIFE IS LIKE HERE WHAT ARE YOU WAITING FOR? INTRODUCING,2,1.8957173,-1.0120319,1308,63,17,American Foreigner,0.0020901218915306227
qoNACuakc78,BREAKING NEWS PH IMMIGRATION READY FOR FOREIGNERS,2,2.069957,-1.9853202,183,26,12,The Love Train Nation,0.0001441463373469395
t8V2_4KB-LI,BANNED,2,0.90766054,-1.2312478,844030,23284,2009,GLOCO,0.0013934145943537484
IindYQBGmRQ,ISLAND WITH NO ELECTRICITY,2,2.2319467,-1.0561792,12625,1158,167,Ash and Kels,0.00041802437830612457
kz8L5quDgYU,KAKO NAPRAVITI FILIPINSKU KISELU SUPU SINIGANG HUSBAND'S FAVORITE FILIPINO FOOD,2,1.432867,-1.3115842,96334,1817,273,Ingrid in Bosnia,0.0006967072971768742
7ltfXT5hdRQ,TOP 10 FILIPINO WORLDWIDE TALENT,2,1.6465863,-2.0976381,93699,2281,63,Waleska Herrera,2.7501603835929242e-05
M_VlwYFRQJk,MADRIGAL SINGERS KARAOKE VERSION,2,2.134538,-2.1779168,91138,3718,210,Waleska Herrera,2.7501603835929242e-05
IC2IoO8PHEw,TARSIERS OF BOHOL,2,1.726261,-1.2060549,20937,1709,482,Two Broskis,0.00046447153145124943
hjfRy74D8os,SUGBO MERCADO CEBU STREET FOOD MARKET,2,1.0833821,-0.95025563,2969,52,24,Robbie Travels,0.0006967072971768742
uvh2XtMN9W8,PHILIPPINES FIRST DAY,2,2.0451021,-1.8897307,17041,887,278,Always on a Journey,0.0010450609457653113
aDAR65Fcp7E,TRYING GROSS SODA,2,1.435445,-1.1108925,977,32,0,1tsmeZeus,0.0010450609457653113
s98azhtH3Dw,ONE MONTH IN THE PHILIPPINES,2,2.0459235,-2.434063,849222,24707,2935,Travel Escapes,0.0005225304728826557
MYxDGf35jck,CEBU NIGHT MARKET BALUT & MORE,2,1.3600737,-1.4126326,14140,969,188,Chai Travel,0.0005225304728826557
-GVbt3qdq70,FILIPINO TIKTOKS CHRISTMAS EDITION,2,1.685692,-2.3207974,306703,9252,319,Waleska Herrera,2.7501603835929242e-05
_0flcFZKaH8,THE BEST HALO HALO,2,1.918103,-1.130194,876290,36328,5977,Big Guy Appetite,0.0005225304728826557
BFRmS1RSYYY,PH UNIVERSITIES TOP 10 MOST EXPENSIVE SCHOOLS IN THE PHILIPPINES 2020,2,1.5931168,-0.37924352,66410,2748,90,TriFate Geo,8.19655643737499e-05
ISmQJQJxxPs,TOO GOOD AT GOOD,2,1.6145215,-0.5997985,545424,15884,3072,itsKEVO,0.0002985888416472318
n9jXkVvpDvM,LATINOS REACT TO 1096 GANG PAJAMA PARTY,2,1.7180116,-1.8919874,221256,6147,304,Waleska Herrera,2.7501603835929242e-05
7yEFkxss_i8,JOLLIBEE COMMERCIAL,2,1.3216438,-2.2205362,2152,106,15,켈리벨스Kellybells,0.0005225304728826557
6ZxnCsOKDww,Q&A SESSION LIFE IN THE PHILIPPINES LIVE STREAM WITH BobbieD I LOVE IT HERE,2,1.5915424,-1.533576,745,29,8,The Love Train Nation,0.0001441463373469395
j61BEpr1OSg,HOW TO FIX A BROKEN HEART,2,1.8699605,-2.1348498,186163,6323,283,Waleska Herrera,2.7501603835929242e-05
dwaGrJ65gUg,JAPAN PHILIPPINES,2,1.3276359,-1.3399907,590753,14594,593,VI3ION,0.00019905922776482118
aBBKBpmtfTU,ROLAND BUNOT ABANTE,2,1.7492983,-2.4252994,238890,8011,241,LizaQuin,0.0008360487566122491
fzb_OTsJQ9s,THIS IS THE PHILIPPINES MANILA,2,2.2094417,-1.304793,302493,13521,1552,Harry Jaggard,0.0010450609457653113
ZKC2DpeBaOw,KRISTOFF TRIES FILIPINO FOODS,2,1.4287527,-0.89131814,915,39,0,Every Day is CHUsDay,0.0013934145943537484
eJukunJZDU8,FILIPINO BBQ MASTER,2,1.2212021,-1.1019734,1451298,26267,1059,Eater,0.00027868291887074966
u8V1Cp1Wsnk,CHINATOWN FOOD CRAWL,2,1.7080493,-1.3459991,128802,5380,405,Flora and Note,0.0008360487566122491
RWS5Ru8QNig,STRANGEST THINGS FOUND IN THE PHILIPPINES,2,1.9254639,-2.0847185,1459977,24392,12451,Crunch,0.0013934145943537484
nYBYvw74-DQ,HISTORY OF PH,2,1.4134151,-1.1940807,36846,2057,210,TriFate Geo,8.19655643737499e-05
i9vGQ0kx-fQ,THE SURPRISE PHILIPPINES,2,2.0347059,-2.6170268,1323127,14584,2052,Divert Living,0.00046447153145124943
2HpGUdqGwdc,MUSLIM DISTRICT IN MANILA,2,1.4130597,-1.2900314,47221,1212,189,Traveling Solo Logs,0.0020901218915306227
UxRTmlmTlp8,MY PARENTS FIRST TIME IN BGC,2,1.8529397,-0.87952286,279636,10420,672,Justin & Alina,0.00017417682429421856
43SNx2y2Zt0,BEST ISLAND IN THE WORLD,2,2.0337193,-1.4461793,31669,1901,202,The Commodity,8.038930352040857e-05
h9FLZWWDO1M,THIS IS THE PHILIPPINES... SOON,2,1.0716624,-1.125171,146406,6378,598,Music Game News,0.00011000641534371697
RUipBSnN2tA,PARADISE ISLAND IN THE PHILIPPINES,2,1.8471118,-2.114214,29746,2356,328,Ash and Kels,0.00041802437830612457
