Video ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
ENfsbFs0p-A,PHILIPPINE'S 1ST EVER,OLYMPIC GOLD,,,,,,,,,,,,,,,,
A0w2HVGHH7Q,THE,PHILIPPINES,TRAILER,,,,,,,,,,,,,,,
PIrATc6XKao,NAA,,,,,,,,,,,,,,,,,
N3XyFffjLoQ,BREAK UP,BODYROLLS,,,,,,,,,,,,,,,,
zybhU7wl2GI,-,,,,,,,,,,,,,,,,,
X4SzOUpyCfs,NINA,"""I LOVE YOU, GOODBYE""",,,,,,,,,,,,,,,,
U3ghKOjSiaY,@HOTT SAMN,@HUGKNUCKLES,,,,,,,,,,,,,,,,
QN28oWiohFs,Sam Mangubat,All or Nothing,,,,,,,,,,,,,,,,
v8DBDvU4v4Q,BOHOL,PHILIPPINES,,,,,,,,,,,,,,,,
tIS9n3karyg,AMERICANS,FIRST TIME EATING,FILIPINO SNACKS,AND FRIED BANANA,,THE AHERN FAMILY,,,,,,,,,,,,
pCUvdwJOJSk,JULIE ANNE,SAN JOSE,,,,,,,,,,,,,,,,
XkRnOG7zbmE,VLOGGING IN,TAGALOG,FOR BUWAN NG WIKA,NOSEBLEED!,,,,,,,,,,,,,,
TCeM1ifmBH4,-,,,,,,,,,,,,,,,,,
jGXgjoZLhBU,FILIPINO,SNACKS!,,,,,,,,,,,,,,,,
-PV5_i_lVmE,THIS IS,TOO MUCH!,,,,,,,,,,,,,,,,
YCaalK7NeC4,THE PHOENIX,CAN SING IN,KOREAN?!,,,,,,,,,,,,,,,
4bIPofZpTxQ,"TRAVELING PALAWAN,",THE BEST DAY IN MY LIFE,,,,,,,,,,,,,,,,
nqz1BBMWWMQ,PINOY BB IS NO JOKE!!!,,,,,,,,,,,,,,,,,
lqRhbxZqPus,INDONESIANS REACT TO,IV OF SPADES - MUNDO,LIVE ON WISH BUS 107.5,,,,,,,,,,,,,,,
NJFFwTUjvFQ,FAVORITE!!,,,,,,,,,,,,,,,,,
rWBlhcfHRbc,TNT BOYS,WONDER GIRLS,YFSF,,,,,,,,,,,,,,,
Zh633jqXCTc,J-HOPE DAYDREAM,,,,,,,,,,,,,,,,,
ypnYT21TigY,Snacks,Review,,,,,,,,,,,,,,,,
7ty7BCtC_VM,보라카이의 웰빙음식?,,,,,,,,,,,,,,,,,
HEAG70sgyik,LA FLORES ENTERPRISE,,,,,,,,,,,,,,,,,
QDbfjxyLXKE,100% SCORE!,Tawag ng,TANGHALAN,,,,,,,,,,,,,,,
xcfCDsRarO4,ARNEL PINEDA,JOURNEY,FAITHFULLY,REACTION,,,,,,,,,,,,,,
4aVyw16mMK0,WOAH!!!,,,,,,,,,,,,,,,,,
G_OqY7smE8w,-,,,,,,,,,,,,,,,,,
x53G1rAn4b4,TALENTED,STRANGER!,,,,,,,,,,,,,,,,
PeHX_X4jR_4,722,KPOP TEA,,,,,,,,,,,,,,,,
yAEuDNBzttM,LOOOOOOL!,,,,,,,,,,,,,,,,,
HsfYynINzPg,-,,,,,,,,,,,,,,,,,
VPjGYtCeG-Q,SOULFUL!,REACTION,,,,,,,,,,,,,,,,
KTWnt6XxGvU,CHOICE,,,,,,,,,,,,,,,,,
0uVXngoeqk4,-,,,,,,,,,,,,,,,,,
n7cELnCHIb0,Sayang!,,,,,,,,,,,,,,,,,
S9q3e8AL_-0,-,,,,,,,,,,,,,,,,,
oyB55GkNZjg,AT THE MALL,,,,,,,,,,,,,,,,,
2bczncKnjPI,-,,,,,,,,,,,,,,,,,
VAyMJ3XYdR8,IS THIS REALLY OURS NOW?,,,,,,,,,,,,,,,,,
YIvp6oI5rc8,SAVE,50%,,,,,,,,,,,,,,,,
SpK-gm555Cw,"ALLEN, LEYTE TO","MATNOG, LUZON",PHILIPPINES,,,,,,,,,,,,,,,
uT78yhmt0xY,THE PERFECT,PINOY MUSIC,INDUSTRY PROFILE,,,,,,,,,,,,,,,
ziFWAwQLxGw,BBM GETS,STANDING OVATION,SO MUCH EXCITEMENT!,,,,,,,,,,,,,,,
X3w2ezboqPg,Chinese Reaction To,#KZ Tandingan,#Rolling In the Deep,,,,,,,,,,,,,,,
pdTl6_ADKJQ,SIMPLE,LIFE,PHILIPPINES,,,,,,,,,,,,,,,
CKIXGJtS36c,JESSICA SANCHEZ,JOSHUA LEDET,I Knew YOU,WERE WAITING,REACTION PT. 1,,,,,,,,,,,,,
OuRNl9VnRBw,INDONESIANS REACT TO,MISS UNIVERSE - CATRIONA GRAY,HIGHLIGHTS,,,,,,,,,,,,,,,
Cfng_DyCWgc,PHILIPPINES VLOG 11,MORISSETTE AMON LIVE ON ASAP,,,,,,,,,,,,,,,,
MUaG1DbMHL8,NAS DAILY PHILIPPINES,"REACTION FEAT ""BAKLA""",,,,,,,,,,,,,,,,
Ad9jG5MpM2E,-,,,,,,,,,,,,,,,,,
IwmWGR6hLPY,ALJAZEERA,,,,,,,,,,,,,,,,,
CFRBZBhDtGg,@HOTT SAMN,@HUGKNUCKLES,,,,,,,,,,,,,,,,
gKTg9ox28yI,Panlasang Pinoy,,,,,,,,,,,,,,,,,
9ZwpBolj4aQ,KZ Tandingan,Rolling In,The Deep,,,,,,,,,,,,,,,
wDjqmmuXETE,THEY SING,BETTER TOGETHER,,,,,,,,,,,,,,,,
DuAWwfRoxog,ALJAZEERA,,,,,,,,,,,,,,,,,
zq-W9pHRXjM,FILIPINOS ARE,POLITICALLY INCLINED!,,,,,,,,,,,,,,,,
-grZlXvn1Pg,ERNIE COOKS,—LUMPIA—,,,,,,,,,,,,,,,,
T1FOhA3lIoQ,PANCIT CANTON,SHRIMP & CHICKEN,,,,,,,,,,,,,,,,
maxZEnpH-2I,RED WINE BEEF STEW,,,,,,,,,,,,,,,,,
q9iOfM0IRCg,THE DARING MOVIE,OF JENNYLYN MERCADO,AND,DEREK RAMSAY,ALL OF YOU,,,,,,,,,,,,,
g9JgpKQaay0,CORON,BETTER THAN EL NIDO?,,,,,,,,,,,,,,,,
sktbPxj4Uxw,VERY FUNNY,PERO GALIT NA SI MOMMY,,,,,,,,,,,,,,,,
uzrtfr0eVCw,BAMBOO DID NOT TURN!!!??,,,,,,,,,,,,,,,,,
9n7MQEeZOyY,FLYING BACK,to,AMERICA,during the,PANDEMIC,,,,,,,,,,,,,
eG8XxL_DS7Y,JOLLIBEE,ON THE FLOOR,REACTION,,,,,,,,,,,,,,,
_rBA8_IU3dc,HEARTBREAKING!,,,,,,,,,,,,,,,,,
WRhCPVU3rOE,CEBU SHOPPING,,,,,,,,,,,,,,,,,
T6OpdSJYRqE,TASTE TEST,,,,,,,,,,,,,,,,,
B1l6AHEEri0,PUERTO PRINCESA,SUBTERRANEAN RIVER,,,,,,,,,,,,,,,,
cAF4L2XVXWI,first time cooking,banana cue,,,,,,,,,,,,,,,,
kRMi65Gm5n4,IS THIS CREEPY OR AWESOME!?,HKTV REACTION GAGA,,,,,,,,,,,,,,,,
T6U5FAspH6U,IDOL,PINAY,VOTE!,in davao...,"LIZA, MAINE, KATHYRN","JANELLA, SOFIA, NADINE",,,,,,,,,,,,
a5kqCTEuWfU,-,,,,,,,,,,,,,,,,,
lThVy8TD3yg,Enchanted Kingdom,,,,,,,,,,,,,,,,,
X9uOURLpJXk,IS THIS REALLY,OUR NEW HOME??,A VERY,EMOTIONAL,MOMENT,,,,,,,,,,,,,
Y80nUYFZCoE,-,,,,,,,,,,,,,,,,,
rMvhi8Afun0,TOP 10 PHILIPPINES,TRAVELERS PARADISE,,,,,,,,,,,,,,,,
AxuQqgzlL2o,MIKEY BUSTOS ADOBO!,REACTION,,,,,,,,,,,,,,,,
vqxETnhMOWA,STELL IS A COACH?!,,,,,,,,,,,,,,,,,
Epqn5OeAV9c,Bulalo,,,,,,,,,,,,,,,,,
EFNXGJkg-Z4,-,,,,,,,,,,,,,,,,,
YXbfgc41mhY,WHY DID YOU SUGGEST THIS ONE?,,,,,,,,,,,,,,,,,
Wn9k4zVCTLk,-,,,,,,,,,,,,,,,,,
6U4zA6oe-Co,4.2M VIEWS IN 6 DAYS!,,,,,,,,,,,,,,,,,
0lyLi1HPKWs,REACTION VIDEOS,CEBU PRISON FLASH MOB,MICHAEL JACKSON,,,,,,,,,,,,,,,
i1UxFvFWHk8,Crispy Patta??,HUH?,CHOI,,,,,,,,,,,,,,,
hR3wk3B9NXY,@HOTTSAMN,Ikalat natin ang pag-ibig,(Let's spread the Love),@HUGKNUCKLES,,,,,,,,,,,,,,
ZVEE0PmxHGM,CHARICE,PEMPENGCO,JAKE,ZYRUS,ONE MOMENT,IN TIME,REACTION,,,,,,,,,,,
pM8Ji6T1gUY,THE PHILIPPINES,PHILIP II,,,,,,,,,,,,,,,,
RoLBag1rh6A,BOYZ - BOY,NEEDED A SECOND LOOK,,,,,,,,,,,,,,,,
CAX1_gf_2f4,-,,,,,,,,,,,,,,,,,
larl2Yh9OKc,BUT THERE WAS A PROBLEM!,,,,,,,,,,,,,,,,,
CHCTHOi4ggk,WHITE MAN IDENTIFIES,AS FILIPINO?!,ENTIFIES AS FILIPINO,,,,,,,,,,,,,,,
ojRnTUSTZ14,IM CRYING !!!,REACTION,"HE KNOWS"" Original Song by Almira Lat (The Bride",,,,,,,,,,,,,,,
OP-wvfxWE_s,MORI ACTUALLY,SOUNDED LIKE STEVEN TYLER,,,,,,,,,,,,,,,,
-r0_RiUKMwI,235,,,,,,,,,,,,,,,,,
nrNVsAnmhqg,ROPE SWING!,,,,,,,,,,,,,,,,,
9iZsdoGmU0E,I didn't,Mean to,,,,,,,,,,,,,,,,
r9CQ26NS3w4,ALJAZEERA,,,,,,,,,,,,,,,,,
Z71zWskGbBw,HAMONADONG BABOY,,,,,,,,,,,,,,,,,
MlQ6hhZxYz4,FOLLOW ME EVERYWHERE:,@IWANTMYLAUREN,,,,,,,,,,,,,,,,
msX296Nd61s,PHILIPPINES VLOG 20,- DUMAGUETE & CITYMALL -,,,,,,,,,,,,,,,,
AlSrber5YNM,-,,,,,,,,,,,,,,,,,
IqA_Ae_fso0,WOW!!,,,,,,,,,,,,,,,,,
SXb7FGWEFec,-,,,,,,,,,,,,,,,,,
1jkzBIyaNIM,-,,,,,,,,,,,,,,,,,
Yd-i3_zIn-A,8 DAYS,IN THE PHILIPPINES,,,,,,,,,,,,,,,,
NykifKTWxqs,-,,,,,,,,,,,,,,,,,
lKh3kVzr1d0,-,,,,,,,,,,,,,,,,,
yJOnD1AgcFE,KOREANS,REACT,,,,,,,,,,,,,,,,
sQ3He4AfIkc,CARL MALONE IS,SO GOOD!,,,,,,,,,,,,,,,,
71ACko7Xae4,QUICK & EASY,FACE MASK,,,,,,,,,,,,,,,,
7xmCVS-LMIM,R. 30,REGINE VELASQUEZ,BIRT,QUEENS,REACTION,,,,,,,,,,,,,
qDDY_WZY3j0,Morissette Amon,2017 asia song Festival,The Whistle,thing Kills me,,,,,,,,,,,,,,
mQmDRDuHKio,LUMPIANGB HUBAD,,,,,,,,,,,,,,,,,
5DK0SPq4zRw,PINK LAING,CHOI,WTF,,,,,,,,,,,,,,,
F3j5tS_qNyM,BEAUTIFUL!!!!,,,,,,,,,,,,,,,,,
y2gH1onKxy8,-,,,,,,,,,,,,,,,,,
6mkXIigG8kY,Trials and Errors of Life,,,,,,,,,,,,,,,,,
2CihXRqTstA,THAT AIN'T HORNS!,REACTION,,,,,,,,,,,,,,,,
AlOFJSH84cs,FIRST TIME REACTING TO LEA SALONGA,,FIRST LOOK,,,,,,,,,,,,,,,
SlcVb1lfnI4,MARCELITO POMOY,celine Dion,POWER OF LOVE,REACTION PT. 2,#THOUGHTS,,,,,,,,,,,,,
2gfLYdwQ404,PART 2 ALL THE STARS,,,,,,,,,,,,,,,,,
QG5mA1zVqRo,BUGOY DRILON,,,,,,,,,,,,,,,,,
b71KmyCAeIE,FILIPINO FOOD,,,,,,,,,,,,,,,,,
rtvcC7-jt4g,LECHON,BELLY,,,,,,,,,,,,,,,,
Bldhi-UdqEU,Brian Khem,,,,,,,,,,,,,,,,,
2Of_XRrqbUU,-,,,,,,,,,,,,,,,,,
5n1cd_H0cPM,FIRST TIME AFTER,SURGERY IN MANILA,,,,,,,,,,,,,,,,
Pl5BzYCVwIA,Who!!,Why!!,Insulted Filipinos!!,CELEBRITIES,INSULT,FILIPINOS!,,,,,,,,,,,,
ObW42yq5Lls,WOW!!,,,,,,,,,,,,,,,,,
PyzONo5RcTg,PORK GINILING,,,,,,,,,,,,,,,,,
L5xQrb794aE,THIS IS THE PHILIPPINES!,,,,,,,,,,,,,,,,,
8pEocfz8c5k,OJD,,,,,,,,,,,,,,,,,
bnansLwgs28,-,,,,,,,,,,,,,,,,,
8WROAVdvgC8,HARD WORKING,Filipino Kid,Priceless Reaction,,,,,,,,,,,,,,,
sH0SwSsKS3g,-,,,,,,,,,,,,,,,,,
v7zw8jgoPSQ,BEATBOX WITH A TWIST!,,,,,,,,,,,,,,,,,
uKySDFpH-xU,Best Day,@PETRON,,,,,,,,,,,,,,,,
cLcBKjbO40Q,HOT!!!,,,,,,,,,,,,,,,,,
FdjQjE6bD_E,TWILIGHT,OF THE PHILIPPINES,KATHNIEL,NEW TV SERIES,,,,,,,,,,,,,,
ZzWIaF3IVLw,-,,,,,,,,,,,,,,,,,
k3sMgLi7Ka8,인기가요,,[6월 1주차 1위는 (여자)아이들],,,,,,,,,,,,,,,
Djuxn9IgzNs,THE LAST CUSTOMER,,,,,,,,,,,,,,,,,
RFG2iQU8zP0,-,,,,,,,,,,,,,,,,,
WnIUPlRMIiQ,EL GAMMA PENUMBRA,TRIBUTE TO MOTHER,NATURE,REACTION PT. 1,,,,,,,,,,,,,,
3bkS2hVJZM0,sky news,,,,,,,,,,,,,,,,,
ZYmUCuYMf-M,-,,,,,,,,,,,,,,,,,
1Id3LdofBzE,@HOTTSAMN,@HUGKNUCKLES,,,,,,,,,,,,,,,,
2GiN6VhfqXY,Han Pass,,,,,,,,,,,,,,,,,
H1FKITt3bQA,FILIPINO,WEEK #7,,,,,,,,,,,,,,,,
e9iXwzlTbfo,@HotttSamn,@HugKnuckles,,,,,,,,,,,,,,,,
ngMwK3xf6uc,SB19 WON!!!,,,,,,,,,,,,,,,,,
tZ3932RarRI,,,,,,,,,,,,,,,,,,
dYRw37yGQ6s,SALISBURY STEAK,,,,,,,,,,,,,,,,,
cw3iNGNfpL0,HOLY,S#†!!!,,,,,,,,,,,,,,,,
FtidO545_xE,MY DAD IS A LIAR,COMMERCIAL,,,,,,,,,,,,,,,,
NAzpzBI0u-g,SHE'S FILIPINA,FLUENT IN,TAGALOG + BISAYA + ILOCANO!,,,,,,,,,,,,,,,
z2xDGzeqCls,ANNIVERSARY,,,,,,,,,,,,,,,,,
faSpXXbQlRE,Down,Hill,On My,4 Wheels,,,,,,,,,,,,,,
0FFIcO5KaFg,TOP 10 PHILIPPINES,TRAVELERS PARADISE,,,,,,,,,,,,,,,,
vO4jGIOjjBc,Filipino Junk Food,,,,,,,,,,,,,,,,,
pRy_Ht6PbxI,GR,MAX,ZA,DOJO,,,,,,,,,,,,,,
jlbhY9obz8Y,FIRST,TWIRLER,Experience,,,,,,,,,,,,,,,
egZOLl4NRpo,Beautiful,LOLO,your favorite.,,,,,,,,,,,,,,,
2KKLSVvdAu4,Heneral Luna Reaction!,,,,,,,,,,,,,,,,,
sCVrLhHwLBk,PIA WURZTBACH,BEING A,NEW,DARNA,Gandarrapiddo:,The Revenger Squad,,,,,,,,,,,,
BWcGyLVCwlo,VIRAL!,THANK YOU,,,,,,,,,,,,,,,,
eQ1K39Li53o,FOREIGN PARENTS,TRY FILIPINO FOOD!!,,,,,,,,,,,,,,,,
LmBtqFkvIn0,hiho,,,,,,,,,,,,,,,,,
XjrQwt3vjdk,The National,,,,,,,,,,,,,,,,,
S3Ptj6-jmLk,PHILIPPINES,CRACKDOWN,,,,,,,,,,,,,,,,
otGVyy5Yedo,WHAT!?,,,,,,,,,,,,,,,,,
NtiNXJ-XbjQ,BORACAY,AWKWARD,PARTY MOMENTS,,,,,,,,,,,,,,,
JTexuaNu03I,BOY BYE!,REACTION,,,,,,,,,,,,,,,,
FXNWsQQwDA0,DOON DOON!!,,,,,,,,,,,,,,,,,
1T6MRWydVog,INDONESIANS REACT TO,SYMPHONY/IT AIN'T MY FAULT (4TH IMPACT COVER),,,,,,,,,,,,,,,,
mv6aVF8mvpE,THE BEEGEES,ON THE VOICE PH!,,,,,,,,,,,,,,,,
kvbxSHTW7-A,-,,,,,,,,,,,,,,,,,
sggwtsSkVSw,-,,,,,,,,,,,,,,,,,
Vak8kuYmxig,Erik Santos covers ',Where Do Broken Hearts Go,,,,,,,,,,,,,,,,
rOARcG7qbuk,FILIPINO MOMS,SWEAR??!,,,,,,,,,,,,,,,,
GDSs4WRvx1k,Pinoy Tik Tok,,,,,,,,,,,,,,,,,
jJo9bBWithA,MISS INDIA-UNIVERSE,SHRADDDA,SHASHIDHAR,,MISS INDIA-WORLD,MANUSHI,CHHILLAR,,,,,,,,,,,
h6VxPLM9a8E,THE LISTENING POST,THE PHILIPPINES,2022 ELECTION,,,,,,,,,,,,,,,
mlG8qLNmUrQ,THE STRUGGLE IS,REAL!,,,,,,,,,,,,,,,,
ID0C8j6PSTg,I WANT TO KNOW,WHAT LOVE IS,,,,,,,,,,,,,,,,
IV4BPgWj4Sk,25,PRIYANKA,CHOPRA,ACTRESS/MODEL,3rd APPEARANCE HIGHEST: 25th (2017),THE,100,MOST,BEAUTIFUL,FACES,2017,,,,,,,
Pwe3pjbOVas,-,,,,,,,,,,,,,,,,,
c7tJwSd6O8Y,SHE SOUNDS SOOOO,MUCH LIKE KZ!,,,,,,,,,,,,,,,,
2LbKewmoPYE,Miss Universe 2018,Catriona Gray,,,,,,,,,,,,,,,,
bKMT8uGQYs4,REACTION!!,,,,,,,,,,,,,,,,,
9oR1N3q9WPQ,WHEN YO FRIEND,BECAME A KPOP,STAR!!!!!!!!!!!,,,,,,,,,,,,,,,
xK4ROlVq92Q,SAILORS FOREVER,REACTION,,,,,,,,,,,,,,,,
HSa7IAJLXPM,NO OVEN BAKED MACARONI,,,,,,,,,,,,,,,,,
QJwsphG86dE,HE'S,LEAVING,TO THE,USA???,,,,,,,,,,,,,,
RrufQHshQEY,OMG!!!,KOOL-AID + SINIGANG MIX,,,,,,,,,,,,,,,,
zlRyVK7xjG4,JOLLIBEE TASTE TEST,,,,,,,,,,,,,,,,,
Ih1t2rUnkco,@HottSamn,@HugKnuckles,,,,,,,,,,,,,,,,
dB9xrZwPfAw,-,,,,,,,,,,,,,,,,,
0Ixjd5qHGng,Teaghlach,,,,,,,,,,,,,,,,,
ha0qrg_P_j4,LO LO,,,,,,,,,,,,,,,,,
L7xMqiHSzyg,-,,,,,,,,,,,,,,,,,
f7x3ygKOx9Y,-,,,,,,,,,,,,,,,,,
NUqTE93xw7w,JESSICA SANCHEZ,AND I AM,TELLING YOU,REACTION,,,,,,,,,,,,,,
y0pbhp3dsfU,-WHAT'S FOR-,Noche Buena?,CHICKEN,CURRY,,,,,,,,,,,,,,
JWtWmLE5Ns4,INDONESIANS REACT ON,SASSA DAGDAG – IF I WERE A BOY (WISH BUS),,,,,,,,,,,,,,,,
x3MMVVrvBiE,Seventeen THANKS,,,,,,,,,,,,,,,,,
LGzGi59KvAk,PHILIPPINES VLOG 13,- TARSIERS & BUTTERFLY HABITAT -,,,,,,,,,,,,,,,,
lCFtQY5b9D8,MISS UNIVERSE,CONFIDENTLY BEAUTIFUL,,,,,,,,,,,,,,,,
eF0DmNkSmo8,EMARJHUN,IT'S A MAN'S WORLD,THE VOICE TEENS PH,REACTION,,,,,,,,,,,,,,
WE5NYL6Vxc0,SO ROMANTIC!,w/ Surprise Ending,LOL!,,,,,,,,,,,,,,,
O-NY3rwQMbI,SIPO EGG,,,,,,,,,,,,,,,,,
KdiiRTU4Eqo,MORISSETTE,STONE COLD,,,,,,,,,,,,,,,,
wqLPiCAVgMs,-,,,,,,,,,,,,,,,,,
LxTjHA5nlCQ,ALJAZEERA,,,,,,,,,,,,,,,,,
CWGPc88lYFg,4 STYLES,DESPACITO,,WHO SANG DESPACITO BETTER?,,REACTION,,,,,,,,,,,,
X2QL0Re8oiE,GOING ALL OUT,FOR BBM,,,,,,,,,,,,,,,,
baEou7-0YY8,YOU MUST EAT THIS! IT'S,GRILLED TUNA JAW!,,,,,,,,,,,,,,,,
vlmJ7JPmiBY,OUR MOMS,ARE THE SAME,,,,,,,,,,,,,,,,
yEWMbejOwsQ,THIS COP IS,UNBELIEVABLE!,,,,,,,,,,,,,,,,
wCHZ07t1APo,IS SHE,THE NEXT,ASIAN,SONG BIRD?,,,,,,,,,,,,,,
q69oA9yZAXM,PASOKNA SA FINALS,SI,KZTANDINGAN,REAL GONE,,,,,,,,,,,,,,
9yMIaUe8UOM,Wish,107.5,,,,,,,,,,,,,,,,
aHksaBninqY,4TH IMPACT,,,,,,,,,,,,,,,,,
a9-1fVA7U_8,-,,,,,,,,,,,,,,,,,
hi9kU-zatf0,@HottSamn,@HugKnuckles,,,,,,,,,,,,,,,,
P9Z4sH_Zjcs,Regine & Morissette,Mariah Carey,Medley,,,,,,,,,,,,,,,
N0rYRoGE4HE,Chowking 超群,,,,,,,,,,,,,,,,,
JfbqF_3wxlw,THUG TEARS,,,,,,,,,,,,,,,,,
iEoZ5KitYDg,-,,,,,,,,,,,,,,,,,
v8k-RGzZaH8,JOLLIBEE,VERSACE ON THE FLOOR,,,,,,,,,,,,,,,,
d6bc84nO9B8,-,,,,,,,,,,,,,,,,,
bfR18Mqqbxk,BEST OF,BOTH WORLDS,,INDONESIANS REACT TO,,,,,,,,,,,,,,
EiwYfk5QF2o,ALJAZEERA,,,,,,,,,,,,,,,,,
_uqRQPg1ako,DAVAO,CITY,,,,,,,,,,,,,,,,
TjbV-owwzzk,@HottSamn,@HugKnuckles,,,,,,,,,,,,,,,,
-nSHPyaoE54,Pancit Canton VS Indomie Mi Goreng,,,,,,,,,,,,,,,,,
ULwXOAFO3uM,MOST INSANE,MALL IN,PHILI PPINES,,,,,,,,,,,,,,,
9fKcl3kItng,FINALLY!,,,,,,,,,,,,,,,,,
tzhkcWTxiL0,K BROSAS IS,HILARIOUS!,,,,,,,,,,,,,,,,
OWfSu7lgAzw,INSANE VOICES!,,,,,,,,,,,,,,,,,
43tAvAvH-Qg,KZ'S TALENT,IS UNREAL!!!,,,,,,,,,,,,,,,,
YGg08OGcRUc,LUCAS,NAILED IT!,,,,,,,,,,,,,,,,
A6rCGP9NrOo,-,,,,,,,,,,,,,,,,,
nUVpv2U3IcU,-,,,,,,,,,,,,,,,,,
WvVhevrB8kg,PETMALU!!,,,,,,,,,,,,,,,,,
5cdW8xXU9ts,R. 30,REGINE V.,BIRIT QUEENS,,,,,,,,,,,,,,,
kQz8xNJ_AZU,-,,,,,,,,,,,,,,,,,
vLIwSUs5QpI,WHY FILIPINOS DON'T SPEAK SPANISH,,THE TRUTH!,,,,,,,,,,,,,,,
a-YlgPdq-1Q,CONGRATS!,,,,,,,,,,,,,,,,,
9OtHOfNJoyA,OMG,,,,,,,,,,,,,,,,,
XWHmwj_2BuY,PHILIPPINES VLOG 07,FIRST TIME AT DIVISORIA MALL,,,,,,,,,,,,,,,,
jiQqFANdx3U,KATRINA VELARDE IMPERSONATING SINGERS,,Regine Velasquez <3 REACTION PT. 1,,,,,,,,,,,,,,,
qRW08rRS2YE,GINISANG CORNED BEEF,,,,,,,,,,,,,,,,,
gfHIx4NsKxU,AWKWAAAARD!,,,,,,,,,,,,,,,,,
sdRS6KsQuaA,SHE CAN DANCE!,,,,,,,,,,,,,,,,,
F3JzE5Yp_wU,MEGA,STORIES,THE PHILIPPINES' MOST ICONIC,,,,,,,,,,,,,,,
kKYg4yxZBno,BBOOM,BBOOM,,,,,,,,,,,,,,,,
EWFKEDuHT-o,THE PIG,& THE LADY,,,,,,,,,,,,,,,,
77a3CJtqZgs,WORLD'S BEST,SOUP?!,,,,,,,,,,,,,,,,
vUKwg6LJpKI,THAT'S WHAT I LIKE!!!,,,,,,,,,,,,,,,,,
qbI0zXt89II,SARAH G > REGINE V,,,,,,,,,,,,,,,,,
SNg3YgvLvsE,SHAKIRA,SUKLAY!,REACTION,,,,,,,,,,,,,,,
wdxTaDThhKs,REACTION,,,,,,,,,,,,,,,,,
ksHaOU7Kt74,-,,,,,,,,,,,,,,,,,
y9gFSwPPQf8,ONE OF THE,TOP TEN,HALO,HALO,,,,,,,,,,,,,,
BVwdY6WkGxI,-,,,,,,,,,,,,,,,,,
udxRkas0bhY,FILIPINOS ARE THE MOST AWESOME CROWD,FIND OUT WHY (@ SEA GAMES HORIZONTAL BAR FINALS,ON THE EDGE,OF MY SEAT!,,,,,,,,,,,,,,
Z3-WGR0S9Xw,ALJAZEERA,,,,,,,,,,,,,,,,,
l6nVBzWat3g,PHILIPPINES,TOP 5,,,,,,,,,,,,,,,,
s4vIf9XfRwc,FROM TRADITIONAL,FILIPINO FOOD TO FUSION,,,,,,,,,,,,,,,,
6yl-rsVJhb8,JOLLIBEE HEAVEN!,,,,,,,,,,,,,,,,,
ZmwbFlbbDNc,JUNE,,,,,,,,,,,,,,,,,
85dtt14hKlc,WHERE DID,THE TIME GO?,,,,,,,,,,,,,,,,
6AoQZ4ZSPIA,DREAM,BELIEVE,DO,REPEAT,,,,,,,,,,,,,,
o1if5vwC_GQ,ABS-CBN,CHRISTMAS,2016,,,,,,,,,,,,,,,
0zLioQ87SI8,SILENT,CHRISTMAS,,,,,,,,,,,,,,,,
ZPnloVwAzn0,let's do it right.,,,,,,,,,,,,,,,,,
GwzXcFbGNwg,INSTAGRAM RAID,MAYMAY,,,,,,,,,,,,,,,,
mtyULaM6RfQ,EASY CHICKEN ADOBO,,,,,,,,,,,,,,,,,
ALf7wbf9ZOU,IT ALL WENT WRONG IN,SIQUIJOR,,ON THE ROAD,SIQUIJOR,DAY 8,,,,,,,,,,,,
H7ppoCvlD-A,Staying at a Castle,in Japan,WHAT?????,,,,,,,,,,,,,,,
Q5fPQwa2HCU,LADY GAGA,,,,,,,,,,,,,,,,,
NSKCIY7TmSA,THE,HUNTED,,,,,,,,,,,,,,,,
Yn1qT8VHuAc,TEE,,,,,,,,,,,,,,,,,
TaT7wKkw5qs,-,,,,,,,,,,,,,,,,,
4aO12pXOdH0,FILIPINO,,,,,,,,,,,,,,,,,
Nr0ydGb3c8U,SHE LOOKS A LOT,LIKE SARAH G!,WHY,SO,SERIOUS?,,,,,,,,,,,,,
P6EC5amOtvw,-,,,,,,,,,,,,,,,,,
vDHmPRlNVaQ,INDONESIANS REACT TO,SARAH GERONIMO PERFORMS STORY BY AI,,,,,,,,,,,,,,,,
G650mfq9sTI,CHICKEN LOMI,,,,,,,,,,,,,,,,,
KLy3hhX2GBA,-,,,,,,,,,,,,,,,,,
5AwKIt6CUE0,KATHNIEL BARCELONA!,REACTION,,,,,,,,,,,,,,,,
ico4xVtTMF0,PHILIPPINES,RESTRICTIONS REIMPOSED,,,,,,,,,,,,,,,,
-d0IuFXS8Ws,PINOY PRIDE,,,,,,,,,,,,,,,,,
zMCILVqIqVo,MY MOM AND I,STARRED IN A,TV COMMERCIAL,,,,,,,,,,,,,,,
bK3VM6wCSTY,KZ TANDINGAN:,TWO LESS LONELY PEOPLE IN THE WORLD,MALETIME16,,,,,,,,,,,,,,,
q-R2U7kZpvk,TOP 4 FILIPINO AUDITIONS,I WANT Y,PINOY,PRIDE,SO NOSTALGIC!,,,,,,,,,,,,,
8Y5kPjK9ARQ,COHEN PAYS HISTORIC,VISIT TO PHILIPPINES,,,,,,,,,,,,,,,,
